project_id,is_blue_ccs,log_capacity_mw,region,sponsor_type,sponsor_owner,tech,year_announced,duration,event_any,event_type,capacity_mw,region_short,cap_bkt,key,v7_project_id,sp_record_id,match_quality,Record ID,Project name,Primary end use sector,Primary end use sector detail,Secondary use sector,Output product,Will export,Export destination geography,project_status,Project status major,cbam_endex,sponsor_proxy_cbam
542,1,0.0,North_America,Other,Alaska Gasline Development Corporation,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,542,,exact_exhausted,,,,,,,,,,,0,0
542,1,0.0,North_America,Other,Alaska Gasline Development Corporation,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,542,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
543,0,0.2151113796169455,EU,Unknown,Unknown,PEM,2023.0,3,0,0,0.24,EU,S,2023_EU_0_S,543,CETPROJH22072,relaxed,CETPROJH22072,FrontFuel,Transport (aviation),,Unknown,"Hydrogen,SAF",No,,Design,Planning - early,0,0
544,0,0.6931471805599453,North_America,Unknown,Unknown,PEM,2020.0,6,0,0,1.0,NA,M,2020_NA_0_M,544,CETPROJH2284,relaxed,CETPROJH2284,Bruce H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
545,0,0.1484200051182732,Other,Unknown,Unknown,PEM,2023.0,3,0,0,0.1599999999999999,OT,S,2023_OT_0_S,545,CETPROJH23012,relaxed,CETPROJH23012,Sumitomo-Colbun Tocopilla,Unknown,Unknown,Unknown,Ammonia,Yes,,Announced (early stage),Planning - early,0,0
546,0,0.6931471805599453,Asia,Unknown,Unknown,PEM,2023.0,3,0,0,1.0,UNK,M,2023_UNK_0_M,546,,no_match,,,,,,,,,,,0,0
546,0,0.6931471805599453,Asia,Unknown,Unknown,PEM,2023.0,3,0,0,1.0,UNK,M,2023_UNK_0_M,546,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
547,0,0.0,Other_Europe,Unknown,Unknown,PEM,2023.0,3,0,0,0.0,OE,XS,2023_OE_0_XS,547,CETPROJH22262,exact,CETPROJH22262,Samlesbury Net Zero,Industry (other),Food & Beverage,Transport (road),Hydrogen,No,,Design,Planning - early,0,0
548,0,5.638354669333745,EU,Other,Arcadia eFuels ApS,PEM,2023.0,3,0,0,279.9999999999999,EU,XL,2023_EU_0_XL,548,CETPROJH21821,exact,CETPROJH21821,HyTouraine Project,Transport (road),Heavy Goods Vehicles,Industry (other),Hydrogen,Unknown,,Design,Planning - early,0,0
549,0,0.6931471805599453,North_America,Unknown,Unknown,PEM,2018.0,8,0,0,1.0,NA,M,2018_NA_0_M,549,CETPROJH2164,relaxed,CETPROJH2164,TTF project,Transport (road),Buses,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
550,1,0.0,EU,Industrial_gas,L'Air Liquide S.A.,Blue_CCS,2023.0,3,0,0,0.0,EU,XS,2023_EU_1_XS,550,CETPROJH21636,relaxed,CETPROJH21636,Rotterdam blue hydrogen plant retrofit Air Liquide,Industry (refinery feedstock),Oil Refinery,Unknown,Hydrogen,No,,Under construction,Planning - advanced,1,1
551,0,6.90875477931522,EU,Other,Trafigura Group Pte. Ltd.,PEM,2021.0,5,0,0,999.9999999999999,EU,XL,2021_EU_0_XL,551,CETPROJH2970,exact,CETPROJH2970,Granadilla H2,Industry (other),Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
552,0,2.3978952727983707,EU,Unknown,Unknown,PEM,2021.0,5,0,0,10.000000000000002,EU,L,2021_EU_0_L,552,CETPROJH2515,exact,CETPROJH2515,Underground Sun Storage 2030,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
553,0,0.0,EU,Unknown,Unknown,PEM,2013.0,13,0,0,0.0,EU,XS,2013_EU_0_XS,553,CETPROJH2771,exact,CETPROJH2771,RegEnKibo,Power & heat,Power,Gas grid,Hydrogen,Unknown,,Decommissioned,Offline,0,0
554,0,0.2468600779315258,North_America,Unknown,Unknown,PEM,2021.0,5,0,0,0.28,NA,S,2021_NA_0_S,554,CETPROJH299,relaxed,CETPROJH299,Palomar Green Hydrogen Systems Project,Power & heat,Power,Industry (other),Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
555,0,0.1570037488096647,North_America,Unknown,Unknown,PEM,2008.0,18,0,0,0.16999999999999993,NA,S,2008_NA_0_S,555,,no_match,,,,,,,,,,,0,0
555,0,0.1570037488096647,North_America,Unknown,Unknown,PEM,2008.0,18,0,0,0.16999999999999993,NA,S,2008_NA_0_S,555,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
556,0,0.1133286853070031,North_America,Unknown,Unknown,PEM,2005.0,21,0,0,0.11999999999999991,NA,S,2005_NA_0_S,556,,no_match,,,,,,,,,,,0,0
556,0,0.1133286853070031,North_America,Unknown,Unknown,PEM,2005.0,21,0,0,0.11999999999999991,NA,S,2005_NA_0_S,556,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
557,0,0.1133286853070031,North_America,Unknown,Unknown,PEM,2010.0,16,0,0,0.11999999999999991,NA,S,2010_NA_0_S,557,CETPROJH21615,relaxed,CETPROJH21615,Hydrogen Station,Transport (road),Refueling Station,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
558,0,0.0582689081239757,North_America,Unknown,Unknown,PEM,2014.0,12,0,0,0.05999999999999992,NA,XS,2014_NA_0_XS,558,CETPROJH21614,relaxed,CETPROJH21614,West LA H2,Transport (road),Refueling Station,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
559,1,0.0,ANZ,Other,"Kawasaki Heavy Industries,   Ltd.",Blue_CCS,2018.0,8,0,0,0.0,UNK,XS,2018_UNK_1_XS,559,,no_match,,,,,,,,,,,0,0
559,1,0.0,ANZ,Other,"Kawasaki Heavy Industries,   Ltd.",Blue_CCS,2018.0,8,0,0,0.0,UNK,XS,2018_UNK_1_XS,559,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
560,0,3.6620219999440535,North_America,Pure_play,Plug Power Inc.,PEM,2022.0,4,0,0,37.94,NA,L,2022_NA_0_L,560,,exact_exhausted,,,,,,,,,,,0,0
560,0,3.6620219999440535,North_America,Pure_play,Plug Power Inc.,PEM,2022.0,4,0,0,37.94,NA,L,2022_NA_0_L,560,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
561,0,3.044522437723423,North_America,Other,"Gevo, Inc.",PEM,2023.0,3,0,0,20.0,NA,L,2023_NA_0_L,561,CETPROJH21943,exact,CETPROJH21943,DeBary,Gas grid,Gas grid injection,Unknown,Hydrogen,No,,Under construction,Planning - advanced,0,0
562,0,1.252762968495368,Other,Unknown,Unknown,PEM,2022.0,4,0,0,2.5,OT,M,2022_OT_0_M,562,CETPROJH255,relaxed,CETPROJH255,Demonstrator plant Masdar City,Transport (aviation),,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
563,0,3.713572066704308,ANZ,Unknown,Unknown,PEM,2020.0,3,1,2,40.00000000000001,UNK,L,2020_UNK_0_L,563,,no_match,,,,,,,,,,,0,0
563,0,3.713572066704308,ANZ,Unknown,Unknown,PEM,2020.0,3,1,2,40.00000000000001,UNK,L,2020_UNK_0_L,563,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
564,0,0.4382549309311553,EU,Unknown,Unknown,PEM,2017.0,9,0,0,0.55,EU,S,2017_EU_0_S,564,CETPROJH21163,relaxed,CETPROJH21163,MeGa-stoRE 2,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
565,0,1.252762968495368,EU,Unknown,Unknown,PEM,2023.0,3,0,0,2.5,EU,M,2023_EU_0_M,565,,exact_exhausted,,,,,,,,,,,0,0
565,0,1.252762968495368,EU,Unknown,Unknown,PEM,2023.0,3,0,0,2.5,EU,M,2023_EU_0_M,565,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
566,0,0.1397619423751586,ANZ,Unknown,Unknown,PEM,2023.0,3,0,0,0.14999999999999988,UNK,S,2023_UNK_0_S,566,,no_match,,,,,,,,,,,0,0
566,0,0.1397619423751586,ANZ,Unknown,Unknown,PEM,2023.0,3,0,0,0.14999999999999988,UNK,S,2023_UNK_0_S,566,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
567,0,1.791759469228055,EU,Unknown,Unknown,PEM,2023.0,3,0,0,5.0,EU,M,2023_EU_0_M,567,,exact_exhausted,,,,,,,,,,,0,0
567,0,1.791759469228055,EU,Unknown,Unknown,PEM,2023.0,3,0,0,5.0,EU,M,2023_EU_0_M,567,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
568,0,0.5187937934151676,EU,Unknown,Unknown,PEM,2017.0,9,0,0,0.6800000000000002,EU,S,2017_EU_0_S,568,CETPROJH2906,relaxed,CETPROJH2906,GNVert H2 filling station,Transport (road),Refueling Station,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
569,0,4.2626798770413155,EU,Unknown,Unknown,PEM,2021.0,5,0,0,70.0,EU,L,2021_EU_0_L,569,CETPROJH21592,exact,CETPROJH21592,Aachen Nord wind farm H2,Transport (road),Buses,Unknown,Hydrogen,Unknown,,Design,Planning - early,0,0
570,0,1.5040773967762742,Asia,Unknown,Unknown,PEM,2022.0,4,0,0,3.5000000000000004,UNK,M,2022_UNK_0_M,570,,no_match,,,,,,,,,,,0,0
570,0,1.5040773967762742,Asia,Unknown,Unknown,PEM,2022.0,4,0,0,3.5000000000000004,UNK,M,2022_UNK_0_M,570,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
571,0,2.3978952727983707,ANZ,Other,Vast Renewables Limited,PEM,2023.0,3,0,0,10.000000000000002,UNK,L,2023_UNK_0_L,571,,no_match,,,,,,,,,,,0,0
571,0,2.3978952727983707,ANZ,Other,Vast Renewables Limited,PEM,2023.0,3,0,0,10.000000000000002,UNK,L,2023_UNK_0_L,571,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
572,0,1.791759469228055,EU,Unknown,Unknown,PEM,2023.0,3,0,0,5.0,EU,M,2023_EU_0_M,572,,exact_exhausted,,,,,,,,,,,0,0
572,0,1.791759469228055,EU,Unknown,Unknown,PEM,2023.0,3,0,0,5.0,EU,M,2023_EU_0_M,572,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
573,0,0.048790164169432,Asia,Unknown,Unknown,PEM,2022.0,4,0,0,0.049999999999999996,UNK,XS,2022_UNK_0_XS,573,,no_match,,,,,,,,,,,0,0
573,0,0.048790164169432,Asia,Unknown,Unknown,PEM,2022.0,4,0,0,0.049999999999999996,UNK,XS,2022_UNK_0_XS,573,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
574,1,0.0,Asia,Other,Baotailong New Materials Co Ltd,Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,574,,no_match,,,,,,,,,,,0,0
574,1,0.0,Asia,Other,Baotailong New Materials Co Ltd,Blue_CCS,2021.0,5,0,0,0.0,UNK,XS,2021_UNK_1_XS,574,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
575,0,1.4516138272405332,Asia,Unknown,Unknown,PEM,2021.0,5,0,0,3.27,UNK,M,2021_UNK_0_M,575,,no_match,,,,,,,,,,,0,0
575,0,1.4516138272405332,Asia,Unknown,Unknown,PEM,2021.0,5,0,0,3.27,UNK,M,2021_UNK_0_M,575,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
576,0,1.252762968495368,Asia,Unknown,Unknown,PEM,2021.0,5,0,0,2.5,UNK,M,2021_UNK_0_M,576,,no_match,,,,,,,,,,,0,0
576,0,1.252762968495368,Asia,Unknown,Unknown,PEM,2021.0,5,0,0,2.5,UNK,M,2021_UNK_0_M,576,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
577,0,1.0986122886681098,Other,Unknown,Unknown,PEM,2022.0,4,0,0,2.0000000000000004,OT,M,2022_OT_0_M,577,CETPROJH2361,relaxed,CETPROJH2361,Benban Solar Park,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
578,1,0.0,Asia,Other,"SK E&S Co., Ltd.",Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,578,,no_match,,,,,,,,,,,0,0
578,1,0.0,Asia,Other,"SK E&S Co., Ltd.",Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,578,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
579,0,3.58351893845611,Other_Europe,Oil_major,"SSE plc, Equinor ASA",PEM,2022.0,4,0,0,35.0,OE,L,2022_OE_0_L,579,CETPROJH21106,exact,CETPROJH21106,County Antrim H2,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,1
580,0,2.772588722239781,EU,Unknown,Unknown,PEM,2022.0,4,0,0,14.999999999999998,EU,L,2022_EU_0_L,580,CETPROJH21442,exact,CETPROJH21442,Duferco Sicily H2/Giammoro Hydrogen Valley,Industry (other),Steel,Transport (other),Hydrogen,Unknown,,Permitted,Planning - advanced,1,0
581,0,0.048790164169432,North_America,Unknown,Unknown,PEM,2013.0,13,0,0,0.049999999999999996,NA,XS,2013_NA_0_XS,581,CETPROJH2150,relaxed,CETPROJH2150,University of California Irvine H2,Gas grid,Blending,Power & heat,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
582,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,582,,no_match,,,,,,,,,,,0,0
582,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,582,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
583,1,0.0,Asia,Other,Ningxia Kaitian Gas Development Co Ltd,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,583,,no_match,,,,,,,,,,,0,0
583,1,0.0,Asia,Other,Ningxia Kaitian Gas Development Co Ltd,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,583,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
584,1,0.0,Asia,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2020.0,6,0,0,0.0,UNK,XS,2020_UNK_1_XS,584,,no_match,,,,,,,,,,,0,1
584,1,0.0,Asia,Industrial_gas,"Air Products and Chemicals, Inc.",Blue_CCS,2020.0,6,0,0,0.0,UNK,XS,2020_UNK_1_XS,584,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,1
585,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,585,,no_match,,,,,,,,,,,0,0
585,1,0.0,Asia,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,585,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
586,1,0.0,Asia,Other,"Huizhou HuaDaTong Gas Manufacturing Co., Ltd.",Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,586,,no_match,,,,,,,,,,,0,0
586,1,0.0,Asia,Other,"Huizhou HuaDaTong Gas Manufacturing Co., Ltd.",Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,586,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
587,0,6.036414011891476,Asia,Other,"Inner Mongolia Gemeng Clean Hydrogen Energy Technology Co., Ltd.",PEM,2021.0,5,0,0,417.38999999999993,UNK,XL,2021_UNK_0_XL,587,,no_match,,,,,,,,,,,0,0
587,0,6.036414011891476,Asia,Other,"Inner Mongolia Gemeng Clean Hydrogen Energy Technology Co., Ltd.",PEM,2021.0,5,0,0,417.38999999999993,UNK,XL,2021_UNK_0_XL,587,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
588,0,3.258096538021482,North_America,Other,Florida Power & Light Company,PEM,2022.0,4,0,0,25.000000000000004,NA,L,2022_NA_0_L,588,,exact_exhausted,,,,,,,,,,,0,0
588,0,3.258096538021482,North_America,Other,Florida Power & Light Company,PEM,2022.0,4,0,0,25.000000000000004,NA,L,2022_NA_0_L,588,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
589,1,0.0,North_America,Other,Lone Cypress Energy Services,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,589,,exact_exhausted,,,,,,,,,,,0,0
589,1,0.0,North_America,Other,Lone Cypress Energy Services,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,589,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
590,0,1.791759469228055,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0,5.0,UNK,M,2022_UNK_0_M,590,,no_match,,,,,,,,,,,0,0
590,0,1.791759469228055,ANZ,Unknown,Unknown,PEM,2022.0,4,0,0,5.0,UNK,M,2022_UNK_0_M,590,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
591,0,3.58351893845611,North_America,Industrial_gas,Linde plc,PEM,2021.0,5,0,0,35.0,NA,L,2021_NA_0_L,591,CETPROJH297,exact,CETPROJH297,SoCalGas Clinton,Gas grid,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,1
592,0,4.330733340286331,North_America,Unknown,Unknown,PEM,2022.0,4,0,0,75.0,NA,L,2022_NA_0_L,592,,exact_exhausted,,,,,,,,,,,0,0
592,0,4.330733340286331,North_America,Unknown,Unknown,PEM,2022.0,4,0,0,75.0,NA,L,2022_NA_0_L,592,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
593,0,3.713572066704308,North_America,Pure_play,Plug Power Inc.,PEM,2021.0,5,0,0,40.00000000000001,NA,L,2021_NA_0_L,593,CETPROJH2100,exact,CETPROJH2100,SoCalGas Demo,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
594,0,1.3862943611198906,EU,Unknown,Unknown,PEM,2022.0,4,0,0,3.0,EU,M,2022_EU_0_M,594,,exact_exhausted,,,,,,,,,,,0,0
594,0,1.3862943611198906,EU,Unknown,Unknown,PEM,2022.0,4,0,0,3.0,EU,M,2022_EU_0_M,594,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
595,0,4.795790545596741,North_America,Unknown,Unknown,PEM,2022.0,4,0,0,120.00000000000003,NA,XL,2022_NA_0_XL,595,CETPROJH21388,exact,CETPROJH21388,Pryor H2,Industry (chemical feedstock),Unknown,Unknown,Ammonia,Unknown,,On-hold (assumed),Cancelled,1,0
596,1,0.0,Asia,Other,Inpex Corporation,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,596,,no_match,,,,,,,,,,,0,0
596,1,0.0,Asia,Other,Inpex Corporation,Blue_CCS,2022.0,4,0,0,0.0,UNK,XS,2022_UNK_1_XS,596,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
597,0,1.791759469228055,MENA,Unknown,Unknown,PEM,2020.0,6,0,0,5.0,UNK,M,2020_UNK_0_M,597,,no_match,,,,,,,,,,,0,0
597,0,1.791759469228055,MENA,Unknown,Unknown,PEM,2020.0,6,0,0,5.0,UNK,M,2020_UNK_0_M,597,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
598,0,0.6931471805599453,MENA,Unknown,Unknown,PEM,2022.0,4,0,0,1.0,UNK,M,2022_UNK_0_M,598,,no_match,,,,,,,,,,,0,0
598,0,0.6931471805599453,MENA,Unknown,Unknown,PEM,2022.0,4,0,0,1.0,UNK,M,2022_UNK_0_M,598,,no_match,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
599,0,3.4339872044851463,EU,Unknown,Unknown,PEM,2022.0,4,0,0,30.0,EU,L,2022_EU_0_L,599,CETPROJH21595,exact,CETPROJH21595,SINES GH2 SOLAR,Industry (other),Unknown,Power & heat,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
600,0,3.044522437723423,EU,Other,"Endesa, S.A.",PEM,2022.0,4,0,0,20.0,EU,L,2022_EU_0_L,600,CETPROJH2922,exact,CETPROJH2922,Renault Flins Plant H2,Transport (road),Unknown,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
601,1,0.0,Other_Europe,Oil_major,Equinor ASA,Blue_CCS,2022.0,4,0,0,0.0,OE,XS,2022_OE_1_XS,601,CETPROJH21004,relaxed,CETPROJH21004,Acorn Aberdeenshire H2,Gas grid,Blending,Unknown,Hydrogen,Unknown,,Design,Planning - early,0,1
602,0,0.0,EU,Unknown,Unknown,PEM,2022.0,4,0,0,0.0,EU,XS,2022_EU_0_XS,602,CETPROJH22066,exact,CETPROJH22066,Methanol-to-SAF (M2SAF) project,Transport (aviation),,Unknown,"Hydrogen,SAF",No,,Design,Planning - early,0,0
603,0,1.3862943611198906,EU,Unknown,Unknown,PEM,2020.0,6,0,0,3.0,EU,M,2020_EU_0_M,603,CETPROJH2835,relaxed,CETPROJH2835,Frankfurt 1 H2,Transport (rail),,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
604,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,604,,exact_exhausted,,,,,,,,,,,0,0
604,1,0.0,North_America,Unknown,Unknown,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,604,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
605,1,0.0,North_America,Other,JERA Co. Inc.,Blue_CCS,2022.0,2,1,1,0.0,NA,XS,2022_NA_1_XS,605,,exact_exhausted,,,,,,,,,,,0,0
605,1,0.0,North_America,Other,JERA Co. Inc.,Blue_CCS,2022.0,2,1,1,0.0,NA,XS,2022_NA_1_XS,605,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
606,0,4.342375829044089,North_America,Unknown,Unknown,PEM,2021.0,5,0,0,75.88999999999997,NA,L,2021_NA_0_L,606,,exact_exhausted,,,,,,,,,,,0,0
606,0,4.342375829044089,North_America,Unknown,Unknown,PEM,2021.0,5,0,0,75.88999999999997,NA,L,2021_NA_0_L,606,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
607,0,0.0,North_America,Unknown,Unknown,PEM,2022.0,4,0,0,0.0,NA,XS,2022_NA_0_XS,607,CETPROJH2310,exact,CETPROJH2310,Spirit of Scotia Green Hydrogen Hub,Unknown,Unknown,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
608,0,2.3978952727983707,Other,Other,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,PEM,2020.0,6,0,0,10.000000000000002,OT,L,2020_OT_0_L,608,CETPROJH2199,exact,CETPROJH2199,Verne Pilot Project,Transport (road),Heavy Goods Vehicles,Unknown,Hydrogen,Unknown,,On-hold (assumed),Cancelled,0,0
609,1,0.0,North_America,Other,8 Rivers Capital LLC,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,609,,exact_exhausted,,,,,,,,,,,0,0
609,1,0.0,North_America,Other,8 Rivers Capital LLC,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,609,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
610,0,7.496097345175956,North_America,Other,HIF Global,PEM,2022.0,4,0,0,1800.0,NA,XXL,2022_NA_0_XXL,610,CETPROJH2160,exact,CETPROJH2160,Plug Olin Louisiana H2 project,Unknown,Unknown,Unknown,Hydrogen,Unknown,,Fully commissioned,Operating,0,0
611,1,0.0,North_America,Other,KeyState Energy,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,611,,exact_exhausted,,,,,,,,,,,0,0
611,1,0.0,North_America,Other,KeyState Energy,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,611,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
612,1,0.0,North_America,Oil_major,Shell plc,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,612,,exact_exhausted,,,,,,,,,,,0,1
612,1,0.0,North_America,Oil_major,Shell plc,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,612,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,1
613,1,0.0,North_America,Other,Woodside Energy Group Ltd,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,613,,exact_exhausted,,,,,,,,,,,0,0
613,1,0.0,North_America,Other,Woodside Energy Group Ltd,Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,613,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
614,1,0.0,North_America,Other,"Clean Hydrogen Works LA-1, L.L.C.",Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,614,,exact_exhausted,,,,,,,,,,,0,0
614,1,0.0,North_America,Other,"Clean Hydrogen Works LA-1, L.L.C.",Blue_CCS,2022.0,4,0,0,0.0,NA,XS,2022_NA_1_XS,614,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
615,0,0.6931471805599453,Other_Europe,Unknown,Unknown,PEM,2022.0,4,0,0,1.0,OE,M,2022_OE_0_M,615,CETPROJH22260,exact,CETPROJH22260,Project Pioneer One,Unknown,Unknown,Unknown,Hydrogen,No,,Fully commissioned,Operating,0,0
616,0,1.0986122886681098,Other_Europe,Unknown,Unknown,PEM,2022.0,4,0,0,2.0000000000000004,OE,M,2022_OE_0_M,616,,exact_exhausted,,,,,,,,,,,0,0
616,0,1.0986122886681098,Other_Europe,Unknown,Unknown,PEM,2022.0,4,0,0,2.0000000000000004,OE,M,2022_OE_0_M,616,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
617,0,4.148990563335426,North_America,Unknown,Unknown,PEM,2021.0,5,0,0,62.37000000000001,NA,L,2021_NA_0_L,617,,exact_exhausted,,,,,,,,,,,0,0
617,0,4.148990563335426,North_America,Unknown,Unknown,PEM,2021.0,5,0,0,62.37000000000001,NA,L,2021_NA_0_L,617,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
618,0,2.3978952727983707,EU,Other,Lhyfe SA,PEM,2022.0,4,0,0,10.000000000000002,EU,L,2022_EU_0_L,618,CETPROJH21511,exact,CETPROJH21511,GreenH2CY,Transport (road),Heavy Goods Vehicles,Unknown,Hydrogen,Unknown,,Permitted,Planning - advanced,0,0
619,0,1.6094379124341005,EU,Unknown,Unknown,PEM,2022.0,4,0,0,4.000000000000001,EU,M,2022_EU_0_M,619,,exact_exhausted,,,,,,,,,,,0,0
619,0,1.6094379124341005,EU,Unknown,Unknown,PEM,2022.0,4,0,0,4.000000000000001,EU,M,2022_EU_0_M,619,,exact_exhausted,,"Applied filters:
geography is not (Blank)",,,,,,,,,0,0
